4.058479999999999865e-01,8.148499999999999632e-01,2.992909999999999737e-01,8.110829999999999984e-01,8.929199999999999637e-02
0.46443200000000007,0.830068,0.18384,0.650862,0.02834
0.307055,0.7592370000000002,0.377213,0.8980469999999998,0.10429499999999998
0.284788,0.786555,0.302206,0.882878,0.090147
0.381863,0.8073479999999998,0.173921,0.695175,0.029813
0.307055,0.7592370000000002,0.377213,0.8980469999999998,0.10429499999999998
0.511184,0.827346,0.066753,0.575147,0.0142
0.315453,0.765352,0.315618,0.8473239999999999,0.09985
0.397575,0.7426189999999998,0.265599,0.781846,0.08910400000000002
0.320077,0.775922,0.278584,0.869654,0.090184
0.334051,0.76522,0.279758,0.8456199999999998,0.095153
0.449434,0.779971,0.37184,0.8185639999999998,0.060786
0.400483,0.746847,0.310338,0.7971049999999998,0.09220900000000001
0.408891,0.736888,0.297096,0.743897,0.094188
0.404464,0.7680120000000001,0.334978,0.8016219999999998,0.092369
0.402455,0.794598,0.282087,0.8326350000000001,0.08564199999999998
0.307055,0.7592370000000002,0.377213,0.8980469999999998,0.10429499999999998
0.245856,0.590578,0.294215,0.89386,0.08657299999999998
0.335328,0.7828899999999999,0.358601,0.840376,0.08448
0.449434,0.779971,0.37184,0.8185639999999998,0.060786
0.534361,0.826755,0.267661,0.6609130000000001,0.009434
0.449434,0.779971,0.37184,0.8185639999999998,0.060786
0.440154,0.821482,0.261477,0.8045099999999998,0.09193199999999999
0.338403,0.7655309999999999,0.29781,0.852132,0.093631
0.41453,0.7601390000000001,0.274514,0.7882869999999998,0.08752799999999998
0.468582,0.7977539999999999,0.244695,0.7303429999999999,0.021886
0.320077,0.775922,0.278584,0.869654,0.090184
0.326843,0.797762,0.298503,0.832547,0.09223699999999999
0.48226,0.7436419999999998,0.283248,0.7073509999999998,0.092909
0.397432,0.7930549999999998,0.183327,0.68737,0.036144
0.321584,0.76888,0.24663,0.8387989999999999,0.099737
0.325208,0.794348,0.396408,0.8793299999999998,0.099901
0.500569,1.0,0.245202,0.664679,0.00948
0.32379,0.766652,0.251605,0.8575459999999998,0.08701699999999998
0.313926,0.7544229999999998,0.267921,0.84501,0.096739
0.32379,0.766652,0.251605,0.8575459999999998,0.08701699999999998
0.303865,0.7499559999999998,0.269825,0.864885,0.09178
0.245856,0.590578,0.294215,0.89386,0.08657299999999998
-0.20216231021763292,0.786555,-0.1639839458623681,-0.3056175845111223,0.090147
0.594943,0.848993,0.054587,0.554525,0.017343
0.385096,0.624771,0.294843,0.786585,0.085833
0.470544,0.7738009999999999,0.320064,0.7013329999999999,0.086756
